"['Apple', 'Beer', 'Ice cream']",20.0
"['Apple', 'Chip', 'Vitamin']",15.0
"['Apple', 'Diaper', 'Beer']",15.0
"['Apple', 'Diaper', 'Ice cream']",15.0
"['Apple', 'Cereal', 'Ice cream']",15.0
"['Apple', 'Egg', 'Beer']",15.0
"['Apple', 'Egg', 'Vitamin']",20.0
"['Apple', 'Egg', 'Ice cream']",20.0
"['Apple', 'Vitamin', 'Milk']",15.0
"['Apple', 'Vitamin', 'Chip']",15.0
"['Apple', 'Vitamin', 'Egg']",20.0
"['Apple', 'Vitamin', 'Paper towel']",15.0
"['Apple', 'Vitamin', 'Ice cream']",20.0
"['Apple', 'Paper towel', 'Vitamin']",15.0
"['Apple', 'Ice cream', 'Milk']",20.0
"['Apple', 'Ice cream', 'Beer']",20.0
"['Apple', 'Ice cream', 'Diaper']",15.0
"['Apple', 'Ice cream', 'Cereal']",15.0
"['Apple', 'Ice cream', 'Egg']",20.0
"['Apple', 'Ice cream', 'Vitamin']",20.0
"['Milk', 'Beer', 'Ice cream', 'Apple']",15.0
"['Milk', 'Beer', 'Apple', 'Ice cream']",15.0
"['Milk', 'Ice cream', 'Beer', 'Apple']",15.0
"['Milk', 'Ice cream', 'Apple', 'Beer']",15.0
"['Milk', 'Apple', 'Beer', 'Ice cream']",15.0
"['Milk', 'Apple', 'Ice cream', 'Beer']",15.0
"['Beer', 'Milk', 'Ice cream', 'Apple']",15.0
"['Beer', 'Milk', 'Apple', 'Ice cream']",15.0
"['Beer', 'Ice cream', 'Milk', 'Apple']",15.0
"['Beer', 'Ice cream', 'Apple', 'Milk']",15.0
"['Beer', 'Apple', 'Milk', 'Ice cream']",15.0
"['Beer', 'Apple', 'Ice cream', 'Milk']",15.0
"['Egg', 'Vitamin', 'Ice cream', 'Apple']",15.0
"['Egg', 'Vitamin', 'Apple', 'Ice cream']",15.0
"['Egg', 'Ice cream', 'Vitamin', 'Apple']",15.0
"['Egg', 'Ice cream', 'Apple', 'Vitamin']",15.0
"['Egg', 'Apple', 'Vitamin', 'Ice cream']",15.0
"['Egg', 'Apple', 'Ice cream', 'Vitamin']",15.0
"['Vitamin', 'Egg', 'Ice cream', 'Apple']",15.0
"['Vitamin', 'Egg', 'Apple', 'Ice cream']",15.0
"['Vitamin', 'Ice cream', 'Egg', 'Apple']",15.0
"['Vitamin', 'Ice cream', 'Apple', 'Egg']",15.0
"['Vitamin', 'Apple', 'Egg', 'Ice cream']",15.0
"['Vitamin', 'Apple', 'Ice cream', 'Egg']",15.0
"['Ice cream', 'Milk', 'Beer', 'Apple']",15.0
"['Ice cream', 'Milk', 'Apple', 'Beer']",15.0
"['Ice cream', 'Beer', 'Milk', 'Apple']",15.0
"['Ice cream', 'Beer', 'Apple', 'Milk']",15.0
"['Ice cream', 'Egg', 'Vitamin', 'Apple']",15.0
"['Ice cream', 'Egg', 'Apple', 'Vitamin']",15.0
"['Ice cream', 'Vitamin', 'Egg', 'Apple']",15.0
"['Ice cream', 'Vitamin', 'Apple', 'Egg']",15.0
"['Ice cream', 'Apple', 'Milk', 'Beer']",15.0
"['Ice cream', 'Apple', 'Beer', 'Milk']",15.0
"['Ice cream', 'Apple', 'Egg', 'Vitamin']",15.0
"['Ice cream', 'Apple', 'Vitamin', 'Egg']",15.0
"['Apple', 'Milk', 'Beer', 'Ice cream']",15.0
"['Apple', 'Milk', 'Ice cream', 'Beer']",15.0
"['Apple', 'Beer', 'Milk', 'Ice cream']",15.0
"['Apple', 'Beer', 'Ice cream', 'Milk']",15.0
"['Apple', 'Egg', 'Vitamin', 'Ice cream']",15.0
"['Apple', 'Egg', 'Ice cream', 'Vitamin']",15.0
"['Apple', 'Vitamin', 'Egg', 'Ice cream']",15.0
"['Apple', 'Vitamin', 'Ice cream', 'Egg']",15.0
"['Apple', 'Ice cream', 'Milk', 'Beer']",15.0
"['Apple', 'Ice cream', 'Beer', 'Milk']",15.0
"['Apple', 'Ice cream', 'Egg', 'Vitamin']",15.0
"['Apple', 'Ice cream', 'Vitamin', 'Egg']",15.0
